纬度：4047.533,经度：11141.856,日期：17年05月10日,时间：01时32分38秒,海拔：1108米
,纬度：4047.664,经度：11141.714,日期：17年05月10日,时间：01时35分02秒,海拔：1057米
,纬度：4047.667,经度：11141.713,日期：17年05月10日,时间：01时35分03秒,海拔：1057米
,纬度：4047.670,经度：11141.711,日期：17年05月10日,时间：01时35分04秒,海拔：1058米
,纬度：4047.674,经度：11141.709,日期：17年05月10日,时间：01时35分05秒,海拔：1057米
,纬度：4047.677,经度：11141.708,日期：17年05月10日,时间：01时35分06秒,海拔：1057米
,纬度：4047.680,经度：11141.707,日期：17年05月10日,时间：01时35分07秒,海拔：1057米
,纬度：4047.683,经度：11141.705,日期：17年05月10日,时间：01时35分08秒,海拔：1057米
,纬度：4047.686,经度：11141.704,日期：17年05月10日,时间：01时35分09秒,海拔：1057米
,纬度：4047.688,经度：11141.704,日期：17年05月10日,时间：01时35分10秒,海拔：1058米
,纬度：4047.690,经度：11141.703,日期：17年05月10日,时间：01时35分11秒,海拔：1058米
,纬度：4047.693,经度：11141.702,日期：17年05月10日,时间：01时35分12秒,海拔：1057米
,纬度：4047.695,经度：11141.701,日期：17年05月10日,时间：01时35分13秒,海拔：1057米
,纬度：4047.697,经度：11141.701,日期：17年05月10日,时间：01时35分14秒,海拔：1057米
,纬度：4047.699,经度：11141.700,日期：17年05月10日,时间：01时35分15秒,海拔：1057米
,纬度：4047.700,经度：11141.700,日期：17年05月10日,时间：01时35分16秒,海拔：1056米
,纬度：4047.701,经度：11141.699,日期：17年05月10日,时间：01时35分17秒,海拔：1056米
,纬度：4047.702,经度：11141.700,日期：17年05月10日,时间：01时35分18秒,海拔：1056米
,纬度：4047.702,经度：11141.700,日期：17年05月10日,时间：01时35分19秒,海拔：1057米
,纬度：4047.703,经度：11141.701,日期：17年05月10日,时间：01时35分20秒,海拔：1057米
,纬度：4047.704,经度：11141.700,日期：17年05月10日,时间：01时35分21秒,海拔：1057米
,纬度：4047.706,经度：11141.700,日期：17年05月10日,时间：01时35分22秒,海拔：1057米
,纬度：4047.710,经度：11141.699,日期：17年05月10日,时间：01时35分23秒,海拔：1057米
,纬度：4047.713,经度：11141.698,日期：17年05月10日,时间：01时35分24秒,海拔：1057米
,纬度：4047.716,经度：11141.697,日期：17年05月10日,时间：01时35分25秒,海拔：1057米
,纬度：4047.718,经度：11141.696,日期：17年05月10日,时间：01时35分26秒,海拔：1057米
,纬度：4047.719,经度：11141.696,日期：17年05月10日,时间：01时35分27秒,海拔：1057米
,纬度：4047.719,经度：11141.696,日期：17年05月10日,时间：01时35分28秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分29秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分30秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分31秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分32秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分33秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分34秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分35秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分36秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分37秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分38秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分39秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分40秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分41秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分42秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分43秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分44秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分45秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分46秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分47秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分48秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分49秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分50秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分51秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分52秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分53秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分54秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分55秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分56秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分57秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分58秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时35分59秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分00秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分01秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分02秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分03秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分04秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分05秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分06秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分07秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分08秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分09秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分10秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分11秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分12秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分13秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分14秒,海拔：1057米
